R,G,B,H_HSV,S_HSV,V,H_HSL,S_HSL,L,Image
127.52171132500867,132.14783506628297,125.86206901515891,68.22019299557752,54.690403435819896,140.68897576783624,68.20655516307882,127.60209634061741,81.91690581100416,IMG_20240903_115336_809.jpg
124.02212620831328,117.711570850477,112.80813956242736,43.544074677051725,55.537403999019915,128.59224087589664,43.5337735528832,118.60727406170793,40.15010537209865,20240903_120104.jpg
138.86036544444445,135.21284917592592,136.80903772222223,98.91551563888889,31.047732351851852,142.4905094537037,98.88769373148148,137.6772834351852,23.414032092592592,IMG_20240903_103103_895.jpg
132.593609765678,125.57319005675699,119.97541934820566,40.12491611706061,48.09761060995135,134.5493218177593,40.1063386121336,126.47153590264608,36.91229185727508,20240903_115839.jpg
140.95884279526794,134.53894842585154,131.01379416186379,42.41374055740327,40.12683781972345,143.941128430619,42.403988256637824,136.155193806368,31.44485111266553,20240903_115947.jpg
130.73355781060312,129.94254413330842,127.87403351475784,70.7687287954171,29.248604850226542,135.2651196128165,70.74482469297389,129.8381440807373,21.86595231610952,IMG_20240903_104543_135.jpg
140.6937853193511,137.29431793134242,139.57440094657025,66.01325308885366,39.896528389128406,148.56624402160037,65.98747819085133,140.10145341269958,32.64163494061661,20240903_115922.jpg
143.6483396111111,139.68709275,142.73418135185184,100.22415662037037,33.91127053703703,148.77192169444444,100.19688460185185,143.05119753703704,25.87772628703704,IMG_20240903_103119_403.jpg
126.21430642751517,118.99389815509895,112.44182137392983,38.63725148042895,55.27768402965246,129.95440364861074,38.628677862749974,119.53605208530037,40.42257849880582,20240903_120045.jpg
125.43360899291103,126.30308521600222,123.6944732083821,65.33085331170872,27.11466708466116,130.2306253285694,65.28372824328498,125.3185378017419,20.396253106166537,IMG_20240903_104439_480.jpg
132.76365196296297,135.5922987037037,130.61038880555554,55.72066812962963,41.142155342592595,144.18839825925926,55.68928278703704,133.09257861111112,34.25595187962963,IMG_20240902_155136_300.jpg
137.6549290255167,130.88678277905072,126.49269347806718,51.380936198432664,43.594585712613934,140.33375795651602,51.36011982730878,132.16651943690508,34.6448297648003,20240903_120218.jpg
141.54163858101566,135.25128072646407,131.15785121456346,51.282269394849315,49.96082269860288,145.65437089333065,51.275022382636195,136.49619162728166,41.803685164326616,20240903_120114.jpg
134.28722821262724,125.45425720150722,119.23111087940738,39.662108611388895,63.11104426426039,140.44060763745748,39.6469447078239,126.94437231292005,48.36289197456575,20240903_120214.jpg
131.62721509555465,125.40224765967223,119.55976521254611,43.948846035056874,44.03490105844187,134.49076011864707,43.923098855618115,125.8336532950432,33.704376906638224,20240903_120230.jpg
